student_id,mental_health_rating,exam_anxiety_score,stress_level,sleep_hours,diet_quality,exercise_frequency,exam_score,Pass_Fail
136305,10.0,7,5.1,8.5,Good,7,97,1
136306,6.4,10,8.2,6.8,Poor,7,100,1
136309,1.4,6,3.7,7.7,Good,4,100,1
136313,9.0,10,4.7,6.2,Fair,3,71,1
136316,7.8,9,2.6,5.6,Good,5,100,1
136334,4.8,5,2.8,7.3,Good,4,100,1
136339,8.7,10,2.8,5.8,Good,3,91,1
136345,5.5,10,7.4,11.3,Good,0,79,1
136349,4.8,9,6.3,5.5,Fair,6,97,1
136352,9.5,5,3.1,6.1,Good,2,100,1
136356,6.9,10,4.1,7.7,Good,5,86,1
136359,9.7,10,5.0,5.5,Good,2,96,1
136360,7.5,5,6.1,5.2,Good,3,97,1
136363,9.2,7,3.9,10.7,Poor,5,100,1
136368,9.4,10,7.1,7.2,Good,0,100,1
136374,6.3,10,6.8,9.9,Poor,4,78,1
136375,2.0,10,7.3,6.1,Good,2,100,1
136380,9.0,7,3.9,6.2,Good,4,92,1
136381,6.1,10,4.9,8.0,Fair,5,84,1
136398,5.9,7,5.1,8.3,Fair,6,91,1
136408,6.4,5,8.9,6.9,Good,1,100,1
136410,8.3,10,3.3,7.1,Poor,1,100,1
136420,7.9,10,3.3,7.4,Good,6,99,1
136426,4.5,10,3.8,5.0,Poor,1,76,1
136436,6.1,6,9.0,7.7,Fair,1,100,1
136443,5.1,8,3.0,4.5,Fair,4,99,1
136446,8.8,10,4.0,4.9,Poor,2,100,1
136448,5.3,5,6.6,8.7,Good,5,89,1
136450,7.5,6,5.2,6.8,Good,5,100,1
136452,3.7,10,4.4,9.3,Fair,1,75,1
136455,4.4,10,3.5,7.9,Fair,6,71,1
136456,9.0,10,6.5,10.3,Good,1,75,1
136459,10.0,8,5.5,8.0,Good,2,97,1
136463,8.4,10,3.0,4.0,Good,2,87,1
136475,6.3,10,3.3,4.3,Good,4,98,1
136476,5.7,10,1.1,7.9,Fair,4,96,1
136481,4.5,10,5.5,7.4,Fair,5,97,1
136484,5.8,9,6.7,5.6,Good,2,71,1
136490,8.0,10,3.2,7.0,Good,3,99,1
136499,7.3,5,5.8,6.3,Good,4,87,1
136501,7.1,9,6.6,7.1,Good,3,100,1
136506,9.0,7,6.0,7.5,Good,7,100,1
136514,2.7,10,5.6,6.3,Poor,5,76,1
136515,6.6,5,9.5,5.9,Good,4,83,1
136519,6.4,6,7.5,9.4,Fair,5,100,1
136523,7.1,5,6.1,4.5,Fair,1,90,1
136524,8.7,10,3.2,6.0,Good,5,96,1
136533,7.4,7,8.6,7.2,Good,1,92,1
136537,3.9,10,9.5,6.2,Fair,3,94,1
136549,9.1,8,2.8,7.0,Fair,5,90,1
136550,5.1,9,4.1,8.9,Good,7,83,1
136553,7.8,10,4.0,5.4,Good,7,85,1
136570,3.7,9,2.6,6.0,Good,1,91,1
136573,3.4000000000000004,9,7.6,8.9,Fair,5,100,1
136579,9.2,5,7.4,5.6,Good,4,100,1
136583,6.0,10,4.3,5.9,Fair,0,63,1
136591,7.9,10,4.7,8.8,Good,5,100,1
136592,7.9,7,4.2,4.6,Fair,1,91,1
136614,6.8,6,3.8,6.8,Good,0,100,1
136620,5.6,10,4.8,8.4,Good,1,100,1
136621,6.6,10,4.9,7.9,Fair,3,75,1
136622,9.4,8,7.6,6.2,Good,4,57,0
136644,6.2,9,5.6,9.7,Poor,0,76,1
136645,8.3,6,3.7,5.5,Good,5,100,1
136646,8.1,10,6.3,5.8,Poor,4,74,1
136665,7.0,10,6.5,5.8,Poor,0,97,1
136666,6.1,9,5.1,8.4,Good,0,100,1
136670,10.0,10,4.4,6.3,Fair,1,100,1
136672,8.1,8,4.6,4.3,Good,2,100,1
136675,7.3,10,3.0,6.8,Poor,1,98,1
136697,7.6,5,7.3,6.2,Fair,6,100,1
136699,4.4,10,8.1,5.2,Good,4,85,1
136702,10.0,10,2.8,8.0,Good,7,90,1
136708,8.8,10,6.3,6.5,Fair,6,94,1
136709,5.6,10,8.0,8.8,Good,2,100,1
136711,6.0,6,3.8,6.6,Good,4,100,1
136713,8.5,10,5.0,5.9,Fair,0,72,1
136718,6.9,10,5.6,6.1,Good,0,96,1
136721,7.3,8,2.1,7.9,Good,4,97,1
136722,1.0,6,5.2,9.2,Fair,6,93,1
136737,6.7,10,5.8,6.8,Good,3,100,1
136740,8.6,9,5.4,6.1,Fair,1,93,1
136742,4.5,8,5.0,9.5,Good,6,93,1
136747,5.6,8,5.0,9.0,Poor,1,83,1
136759,4.5,10,7.7,7.1,Good,5,71,1
136776,9.1,8,4.7,6.5,Good,3,73,1
136779,5.6,6,2.0,6.0,Poor,6,98,1
136788,6.8,8,4.9,6.9,Poor,2,100,1
136804,6.8,10,6.8,6.5,Poor,0,77,1
136805,6.3,10,2.7,6.8,Poor,0,74,1
136806,8.7,10,4.4,6.3,Good,0,91,1
136815,6.0,6,3.9,5.8,Fair,7,100,1
136820,10.0,9,5.6,6.9,Poor,3,80,1
136831,6.8,10,5.4,6.3,Good,2,94,1
136832,5.5,7,6.6,5.7,Good,3,100,1
136850,7.9,10,7.2,8.9,Good,4,100,1
136858,2.5,10,4.8,6.9,Good,7,59,0
136871,2.8,7,1.4,7.9,Fair,1,98,1
136875,3.8,10,5.2,9.1,Good,0,96,1
136876,6.0,5,3.7,6.7,Fair,6,96,1
136879,10.0,10,4.4,5.7,Good,2,63,1
136880,6.8,7,1.7,5.9,Fair,4,97,1
136885,9.1,7,4.6,7.4,Good,0,71,1
136887,7.5,10,8.3,5.0,Fair,7,96,1
136914,5.7,6,5.3,5.5,Good,3,67,1
136915,5.4,9,5.8,9.1,Fair,4,100,1
136917,6.6,7,3.7,5.0,Fair,7,88,1
136924,5.9,5,3.5,6.6,Fair,3,97,1
136925,7.1,7,5.4,7.0,Poor,5,93,1
136926,6.8,10,5.4,7.7,Fair,3,85,1
136929,6.0,10,5.3,8.2,Fair,2,100,1
136955,3.1,8,7.1,6.5,Good,7,92,1
136957,5.2,10,6.7,6.1,Fair,0,100,1
136968,7.0,8,1.2,7.7,Poor,6,100,1
136978,7.0,10,2.3,9.6,Fair,0,100,1
136981,9.1,10,8.2,6.0,Good,7,72,1
136984,4.6,10,5.3,7.7,Fair,4,81,1
136985,8.6,10,2.1,10.1,Fair,4,99,1
137010,5.3,10,2.4,7.8,Good,3,100,1
137021,9.9,10,3.0,7.8,Good,7,84,1
137030,6.2,10,7.5,5.6,Good,7,96,1
137031,7.5,6,3.1,6.3,Good,3,95,1
137032,6.6,10,6.4,5.8,Poor,3,100,1
137041,3.0,10,3.2,7.4,Fair,1,98,1
137042,8.9,10,5.6,8.4,Good,2,96,1
137044,6.2,7,6.7,4.2,Fair,1,98,1
137050,3.1,8,3.5,6.7,Fair,3,100,1
137052,1.0,10,6.8,5.1,Good,0,65,1
137055,8.6,6,6.0,7.6,Good,1,72,1
137061,5.6,9,3.8,7.0,Fair,1,100,1
137064,9.9,10,4.7,7.9,Good,4,67,1
137068,1.2,8,4.0,6.0,Poor,5,76,1
137073,5.4,10,2.8,6.4,Good,2,100,1
137078,5.9,8,6.2,5.3,Good,3,71,1
137082,5.8,10,3.0,6.5,Poor,3,89,1
137088,9.3,7,4.6,6.9,Fair,0,91,1
137090,7.0,8,5.4,8.0,Good,7,96,1
137113,6.5,10,6.8,6.5,Poor,7,85,1
137114,5.0,7,5.1,5.1,Poor,6,98,1
137115,5.0,8,5.9,6.1,Fair,6,88,1
137119,6.4,10,3.9,7.5,Poor,6,99,1
137120,5.4,9,3.2,8.7,Good,7,100,1
137125,6.1,7,8.3,7.1,Poor,7,99,1
137126,6.6,10,3.4,5.1,Good,3,85,1
137128,7.9,10,5.2,7.1,Good,1,70,1
137129,1.1,7,4.1,5.9,Fair,5,99,1
137130,6.8,7,4.5,5.8,Good,2,82,1
137133,5.8,5,4.6,8.1,Poor,3,100,1
137137,6.0,6,4.1,8.1,Fair,6,87,1
137139,7.2,10,6.2,6.5,Fair,6,66,1
137150,7.5,9,2.5,5.7,Poor,4,91,1
137153,7.2,10,1.1,7.8,Fair,7,92,1
137160,5.7,8,4.2,9.5,Good,4,97,1
137167,6.3,6,3.4,7.9,Good,6,94,1
137176,6.1,10,4.3,6.3,Fair,3,64,1
137185,3.1,10,7.2,8.1,Good,0,88,1
137186,9.5,10,3.9,5.2,Good,4,98,1
137200,6.8,9,5.1,9.1,Good,7,100,1
137205,10.0,10,4.4,5.1,Fair,5,99,1
137208,3.9,10,8.8,7.1,Good,6,100,1
137214,5.6,10,6.5,7.3,Fair,7,86,1
137221,6.2,10,2.6,7.2,Poor,5,100,1
137226,5.2,10,1.7,6.5,Fair,7,94,1
137235,6.4,10,1.0,4.0,Poor,1,100,1
137238,8.8,6,2.2,8.7,Fair,3,92,1
137240,8.5,9,5.1,8.6,Good,6,90,1
137243,1.7999999999999998,10,7.6,8.7,Good,4,85,1
137246,2.1,5,8.9,6.0,Good,0,98,1
137249,6.7,8,4.8,7.1,Good,0,100,1
137252,3.1,5,2.7,7.7,Good,4,100,1
137253,6.6,10,5.6,8.8,Fair,2,97,1
137259,7.2,10,2.2,4.1,Good,5,95,1
137272,7.9,10,1.5,9.9,Poor,5,100,1
137285,6.0,10,2.5,7.7,Good,4,99,1
137287,6.8,6,2.9,9.2,Good,1,98,1
137298,5.4,8,7.7,7.6,Good,2,97,1
137299,6.4,6,6.4,6.1,Fair,1,100,1
137304,5.1,5,6.9,5.6,Fair,0,98,1
137307,5.1,10,7.1,8.1,Good,1,99,1
137308,6.5,7,4.6,6.9,Good,2,100,1
137310,7.0,10,8.0,5.1,Fair,7,91,1
137318,10.0,9,2.1,9.1,Good,4,93,1
137319,7.3,9,6.1,6.2,Good,7,77,1
137327,4.9,10,6.6,4.1,Poor,3,100,1
137335,7.9,8,6.0,5.6,Fair,5,83,1
137338,6.1,10,5.5,8.6,Good,0,84,1
137339,6.7,10,6.8,7.5,Good,6,83,1
137343,6.4,6,4.7,8.1,Fair,0,96,1
137353,9.6,10,6.5,7.0,Good,6,95,1
137367,7.3,10,3.7,7.8,Good,4,94,1
137370,9.1,10,5.9,7.8,Good,1,93,1
137373,8.0,5,5.4,7.2,Fair,3,93,1
137374,7.4,8,4.4,10.0,Fair,6,93,1
137383,10.0,6,2.8,6.4,Good,6,99,1
137389,6.0,10,4.1,7.2,Good,0,73,1
137394,4.3,6,6.5,4.7,Fair,6,99,1
137395,7.3,5,1.1,6.9,Good,0,100,1
137396,5.1,9,4.9,9.3,Poor,4,97,1
137399,4.1,8,8.7,4.0,Good,5,78,1
137401,8.6,10,8.8,8.6,Fair,4,88,1
137402,8.7,10,2.9,6.7,Fair,4,71,1
137409,8.2,6,3.8,7.7,Fair,2,78,1
137414,6.5,10,6.1,5.0,Fair,5,69,1
137422,9.8,5,3.3,5.5,Good,7,100,1
137442,7.8,10,4.2,5.5,Good,2,85,1
137454,8.1,10,3.8,5.9,Fair,3,74,1
137456,3.3,10,7.7,6.9,Good,5,84,1
137457,8.7,10,2.3,5.9,Poor,7,94,1
137458,4.3,10,9.9,7.2,Good,6,73,1
137463,8.1,10,4.5,6.0,Poor,2,100,1
137469,5.5,10,7.9,4.0,Good,1,79,1
137482,5.9,7,4.4,7.6,Poor,5,96,1
137483,8.6,5,6.5,9.2,Good,1,99,1
137485,8.9,7,5.9,6.3,Fair,5,96,1
137499,3.0,10,4.3,6.5,Good,5,96,1
137500,6.9,7,2.9,9.0,Fair,0,100,1
137506,7.8,8,4.7,8.9,Good,5,87,1
137511,8.5,10,6.1,7.8,Good,7,91,1
137515,8.2,6,1.6,5.2,Good,1,98,1
137520,7.9,5,4.0,6.9,Fair,5,100,1
137535,10.0,10,4.4,7.1,Poor,7,100,1
137536,4.5,10,7.8,6.6,Good,4,94,1
137547,5.8,9,4.7,6.4,Fair,2,100,1
137551,5.6,9,5.1,5.5,Good,4,100,1
137557,5.9,10,1.0,8.3,Good,6,87,1
137568,2.7,10,3.3,7.3,Good,5,100,1
137575,6.3,5,4.3,4.1,Good,4,100,1
137583,5.5,10,4.8,7.7,Fair,6,100,1
137587,6.8,10,4.2,9.0,Fair,4,96,1
137588,7.1,6,10.0,8.5,Fair,7,99,1
137593,8.8,8,5.9,5.0,Good,5,97,1
137607,7.9,10,4.1,5.9,Good,4,84,1
137611,9.0,5,5.5,4.0,Fair,2,100,1
137619,4.8,6,4.9,8.2,Good,2,100,1
137627,5.3,6,3.2,6.3,Poor,7,97,1
137648,6.9,7,4.2,5.2,Good,0,90,1
137649,9.0,10,5.2,7.8,Fair,2,100,1
137651,3.5,7,5.3,8.3,Good,4,100,1
137655,6.8,6,1.0,4.0,Good,4,85,1
137656,8.1,10,8.4,7.3,Poor,3,73,1
137666,2.8,8,9.3,8.3,Poor,5,66,1
137668,10.0,9,6.5,9.5,Good,1,63,1
137679,8.1,10,4.6,5.9,Poor,4,100,1
137687,6.4,10,2.6,8.0,Good,5,97,1
137688,5.7,8,7.1,8.9,Poor,7,100,1
137689,8.3,5,4.7,7.2,Poor,1,68,1
137691,7.4,7,5.2,8.9,Good,0,81,1
137695,6.1,6,4.9,7.5,Poor,2,89,1
137703,6.5,8,3.4,5.3,Good,6,92,1
137717,7.5,10,5.9,6.0,Fair,2,81,1
137725,5.2,10,5.2,5.0,Good,1,91,1
137731,7.4,10,6.3,4.8,Poor,4,86,1
137735,8.3,9,6.4,8.3,Fair,0,74,1
137739,10.0,10,5.9,6.3,Good,2,100,1
137746,5.5,7,8.1,7.1,Fair,4,83,1
137751,3.4,8,6.5,6.4,Fair,0,100,1
137760,8.9,10,6.3,6.9,Fair,6,97,1
137763,9.6,10,4.6,7.9,Good,1,100,1
137769,6.1,9,6.0,5.8,Good,1,91,1
137771,7.1,10,2.3,9.7,Poor,6,61,1
137773,8.4,5,2.3,5.2,Poor,6,100,1
137777,5.9,10,3.5,8.0,Good,6,100,1
137779,6.2,5,1.7,6.5,Poor,2,97,1
137785,10.0,8,2.5,7.3,Good,5,100,1
137790,10.0,7,5.7,7.3,Fair,0,89,1
137793,4.5,7,4.3,7.2,Fair,0,94,1
137810,6.3,10,1.8,8.0,Fair,1,98,1
137819,10.0,7,4.4,10.1,Fair,4,92,1
137821,5.8,6,1.0,4.0,Fair,6,96,1
137823,7.0,7,6.3,9.9,Fair,3,100,1
137827,6.0,6,7.9,6.5,Poor,5,95,1
137829,8.3,10,9.1,8.3,Good,7,100,1
137832,7.1,5,6.3,7.1,Good,1,100,1
137838,7.300000000000001,5,8.3,7.5,Poor,2,84,1
137839,7.4,10,5.4,4.0,Good,5,85,1
137848,5.1,8,3.2,6.6,Fair,4,100,1
137851,6.3,8,3.6,4.0,Fair,1,89,1
137852,4.3,6,2.5,9.7,Fair,0,100,1
137854,7.0,8,6.7,7.6,Fair,4,92,1
137862,7.2,6,2.6,7.1,Good,2,96,1
137865,5.8,10,9.9,8.8,Poor,0,100,1
137877,9.3,10,5.1,5.7,Good,3,89,1
137882,8.9,10,7.2,7.5,Good,2,100,1
137883,4.3,7,6.0,7.7,Good,7,97,1
137884,4.4,10,5.6,6.8,Good,4,50,0
137893,5.9,9,4.8,7.8,Poor,2,75,1
137895,7.1,6,6.5,6.4,Good,3,100,1
137901,6.2,10,4.0,5.3,Fair,3,100,1
137906,6.2,9,7.3,7.4,Good,3,73,1
137907,7.2,10,2.6,5.5,Good,1,97,1
137910,8.9,10,5.3,6.8,Fair,3,74,1
137913,10.0,10,5.5,7.7,Fair,2,75,1
137922,5.8,10,3.1,7.4,Fair,2,96,1
137925,8.0,10,4.0,7.5,Good,7,75,1
137935,7.8,10,3.1,7.1,Good,2,79,1
137939,4.1,6,5.7,9.6,Fair,6,92,1
137941,6.5,10,8.6,9.0,Good,3,77,1
137949,10.0,5,2.0,7.1,Fair,3,89,1
137955,9.5,10,4.5,5.8,Good,6,93,1
137956,5.0,10,4.7,5.3,Good,1,74,1
137959,7.3,10,5.7,5.6,Good,2,73,1
137960,8.0,9,6.4,6.7,Good,1,100,1
137961,2.4,8,8.6,8.4,Good,6,100,1
137963,6.9,6,5.5,6.8,Fair,4,95,1
137972,6.5,9,2.8,8.7,Good,2,97,1
137973,7.7,10,2.9,8.9,Good,3,67,1
137979,4.4,6,6.1,9.1,Good,5,100,1
137980,9.2,10,5.4,6.3,Good,3,76,1
137983,10.0,10,2.1,7.7,Fair,4,98,1
137986,6.0,10,3.9,5.6,Fair,3,73,1
137988,9.3,10,8.1,5.0,Fair,3,100,1
137990,4.4,9,2.6,5.2,Good,5,97,1
137992,7.5,6,3.0,4.8,Poor,7,86,1
137997,10.0,5,5.1,8.4,Fair,7,100,1
138000,7.3,7,6.9,6.8,Good,4,90,1
138002,8.6,6,5.6,6.4,Poor,0,90,1
138010,8.4,6,7.0,6.5,Poor,7,84,1
138021,6.4,7,4.5,6.8,Fair,0,79,1
138023,5.7,5,3.0,4.0,Fair,7,100,1
138030,10.0,10,3.4,7.6,Poor,3,100,1
138040,8.7,10,4.8,7.0,Poor,6,100,1
138043,6.4,10,4.1,7.2,Fair,5,89,1
138057,7.0,10,6.1,7.7,Good,0,71,1
138059,6.4,8,4.2,6.2,Fair,4,90,1
138060,6.7,10,1.0,5.5,Good,3,97,1
138064,8.7,8,4.6,8.2,Good,0,100,1
138081,8.9,10,4.0,7.2,Good,5,100,1
138097,7.5,10,3.9,7.0,Poor,4,100,1
138099,7.9,7,3.6,8.1,Good,5,98,1
138100,7.6,10,4.1,7.6,Good,4,100,1
138109,8.4,10,2.2,4.9,Good,2,92,1
138119,6.3,10,1.5,4.4,Fair,2,78,1
138137,6.9,10,5.6,6.8,Poor,7,96,1
138140,1.0,10,7.2,7.7,Fair,6,100,1
138147,10.0,7,4.9,5.1,Good,4,98,1
138152,5.4,10,5.0,5.9,Fair,5,100,1
138154,9.1,8,6.8,9.0,Fair,2,100,1
138160,7.6,9,2.5,6.5,Good,7,93,1
138163,7.7,10,4.4,7.4,Good,3,99,1
138165,8.5,10,1.0,5.1,Fair,1,85,1
138166,7.4,9,4.7,8.5,Fair,3,100,1
138179,6.5,10,4.5,9.1,Poor,4,81,1
138182,7.3,10,3.7,10.8,Good,1,87,1
138183,8.9,10,6.5,8.7,Fair,7,100,1
138185,6.8,6,5.5,6.8,Poor,0,100,1
138190,9.3,10,4.9,7.5,Fair,4,100,1
138193,2.9,5,1.9,6.0,Fair,0,89,1
138194,8.1,10,5.4,10.1,Good,6,78,1
138195,2.7,10,7.4,7.4,Poor,3,100,1
138197,5.3,7,6.7,9.7,Poor,3,100,1
138215,9.1,9,8.5,4.0,Good,3,89,1
138217,10.0,8,3.2,7.6,Good,5,95,1
138218,10.0,5,6.3,7.0,Good,4,79,1
138219,8.0,6,5.9,9.1,Fair,7,100,1
138224,2.9,10,6.6,10.4,Poor,1,87,1
138225,5.3,7,5.0,7.7,Good,4,99,1
138227,5.7,10,3.7,8.4,Poor,3,81,1
138229,3.8,10,4.9,6.8,Good,2,70,1
138230,3.1,9,8.7,5.5,Poor,7,94,1
138233,4.7,8,8.0,5.8,Good,6,66,1
138238,5.0,6,8.2,6.1,Good,3,89,1
138246,7.4,8,8.1,8.3,Good,7,100,1
138250,7.3,8,5.3,8.3,Good,4,91,1
138257,7.1,10,4.3,7.7,Fair,3,72,1
138265,6.8,10,7.6,5.6,Good,2,83,1
138272,7.3,5,3.7,8.1,Fair,5,100,1
138279,7.3,10,2.7,4.6,Good,6,95,1
138282,6.0,8,7.5,7.6,Good,0,100,1
138283,4.9,7,3.2,6.1,Good,0,100,1
138286,5.9,10,4.6,7.2,Fair,4,100,1
138302,5.4,8,6.6,5.1,Good,0,100,1
138316,5.9,7,5.0,6.4,Poor,5,91,1
138320,2.2,9,6.3,5.4,Good,0,76,1
138321,6.3,10,4.2,9.1,Poor,3,90,1
138324,5.4,9,2.0,5.4,Fair,3,100,1
138333,7.8,10,4.2,8.2,Fair,3,75,1
138334,5.9,10,5.3,6.1,Good,3,52,0
138342,7.6,10,5.5,8.5,Fair,5,96,1
138343,6.9,8,5.0,7.5,Fair,5,71,1
138348,10.0,10,3.0,7.3,Poor,6,100,1
138351,3.6,7,8.0,6.4,Poor,0,69,1
138362,7.7,10,4.9,9.3,Good,6,95,1
138363,5.1,10,5.9,6.8,Poor,7,95,1
138366,8.5,9,6.6,5.1,Fair,0,75,1
138371,9.0,10,4.5,6.6,Poor,4,74,1
138377,8.6,6,4.8,6.3,Good,3,97,1
138390,5.6,10,6.2,6.7,Fair,0,61,1
138396,7.3,10,3.2,5.4,Good,5,92,1
138416,10.0,10,2.9,9.2,Poor,0,80,1
138418,7.1,8,4.5,7.7,Fair,2,87,1
138422,3.1,6,7.0,8.9,Fair,6,93,1
138423,6.0,8,4.9,4.7,Fair,2,98,1
138425,5.3,6,2.9,5.5,Good,4,100,1
138429,4.3,10,2.5,4.1,Poor,1,100,1
138433,4.7,10,6.1,5.6,Fair,1,96,1
138450,4.0,10,6.7,5.9,Fair,5,66,1
138451,6.5,10,7.4,6.5,Good,6,89,1
138452,7.4,9,1.6,6.6,Poor,3,92,1
138454,7.2,5,4.8,6.5,Good,4,97,1
138460,6.0,10,4.5,5.6,Good,6,83,1
138466,5.1,10,6.8,7.2,Poor,7,79,1
138471,5.0,10,4.1,7.4,Fair,2,59,0
138476,4.9,10,8.5,10.0,Good,0,93,1
138481,8.1,10,3.7,8.9,Poor,5,90,1
138496,7.7,10,4.5,8.8,Good,4,85,1
138500,3.3,9,4.8,6.4,Fair,1,100,1
138506,9.3,6,7.4,8.5,Fair,5,98,1
138510,8.6,9,4.0,8.6,Fair,0,98,1
138513,9.5,10,3.2,7.5,Poor,0,98,1
138525,7.2,10,4.6,8.0,Fair,3,87,1
138527,6.4,9,5.8,8.4,Good,7,96,1
138528,6.6,10,3.8,5.4,Good,4,59,0
138531,7.4,6,7.9,8.9,Good,6,100,1
138538,5.0,8,5.9,6.3,Poor,0,89,1
138556,6.0,6,5.0,7.3,Good,0,92,1
138565,9.7,10,1.1,4.7,Good,3,70,1
138570,7.9,5,5.4,8.0,Fair,1,96,1
138574,9.6,5,5.1,8.4,Good,1,83,1
138580,8.0,10,1.0,9.7,Good,4,71,1
138586,5.6,5,8.9,8.0,Fair,0,94,1
138589,7.2,8,1.0,4.5,Good,3,100,1
138596,5.3,6,2.5,5.7,Poor,2,100,1
138601,8.6,6,3.4,8.9,Good,3,93,1
138607,9.7,10,1.1,8.7,Poor,2,72,1
138613,7.6,7,2.3,7.4,Good,1,92,1
138616,6.1,6,5.3,7.1,Poor,5,99,1
138618,7.1,10,3.7,6.1,Good,5,100,1
138634,5.5,10,7.1,4.8,Good,0,78,1
138640,9.1,5,5.1,4.0,Poor,5,100,1
138649,7.0,8,6.4,6.5,Good,6,97,1
138650,7.0,5,5.1,7.2,Good,7,87,1
138651,7.3,8,1.8,6.8,Fair,5,100,1
138667,9.8,10,2.8,6.5,Good,6,100,1
138671,4.8,6,6.8,8.3,Good,7,97,1
138683,8.8,10,8.2,5.7,Good,3,100,1
138685,5.7,10,5.6,8.5,Good,1,100,1
138693,4.9,10,4.3,8.7,Good,1,99,1
138702,6.7,10,3.7,8.4,Fair,5,81,1
138703,7.6,10,5.0,6.9,Poor,6,90,1
138722,7.9,10,7.2,6.9,Fair,4,72,1
138725,6.6,10,4.6,9.1,Fair,5,77,1
138727,9.8,8,4.2,5.0,Good,6,75,1
138732,8.7,10,4.2,10.1,Fair,5,83,1
138736,9.7,10,6.1,8.1,Fair,0,92,1
138742,8.5,10,6.3,8.5,Fair,2,100,1
138743,10.0,7,4.8,5.6,Poor,5,100,1
138747,2.1,10,7.2,6.9,Poor,2,84,1
138748,9.3,7,5.0,7.5,Fair,7,100,1
138753,7.5,7,7.7,7.2,Poor,2,89,1
138754,7.3,8,5.8,4.0,Good,7,89,1
138756,8.6,10,2.0,5.4,Good,5,68,1
138774,6.5,10,7.7,6.1,Fair,3,98,1
138777,5.6,9,1.3,5.3,Good,1,79,1
138779,5.7,9,4.1,9.8,Good,4,91,1
138780,9.0,10,6.6,6.3,Good,4,86,1
138781,7.8,6,6.6,8.3,Fair,7,89,1
138785,5.5,10,4.0,10.0,Fair,3,73,1
138790,4.4,10,8.3,7.2,Good,6,92,1
138792,8.7,10,4.0,7.6,Poor,4,84,1
138793,5.6,8,7.7,8.0,Good,7,99,1
138796,8.7,9,6.9,9.3,Good,6,100,1
138798,7.7,10,4.1,6.8,Fair,5,79,1
138804,5.1,6,2.9,6.7,Good,5,100,1
138806,7.0,10,5.4,6.1,Good,2,98,1
138824,6.3,5,4.9,6.2,Good,7,100,1
138838,6.9,7,9.0,4.0,Good,2,64,1
138845,9.0,9,6.5,7.5,Good,1,86,1
138846,6.8,10,5.8,7.6,Fair,1,79,1
138852,7.9,7,3.8,5.5,Good,2,98,1
138853,6.2,6,4.9,9.5,Good,1,95,1
138855,5.5,5,1.2,5.6,Fair,1,89,1
138861,9.3,9,5.4,7.4,Good,5,95,1
138865,8.1,10,1.0,6.0,Good,4,100,1
138866,9.4,9,4.4,8.0,Good,4,69,1
138880,4.9,10,3.8,4.0,Good,0,80,1
138897,5.3,7,6.2,6.8,Good,0,97,1
138898,5.3,10,1.3,6.0,Poor,5,98,1
138905,3.8,7,6.5,7.0,Fair,2,92,1
138915,7.7,5,7.0,8.4,Good,6,100,1
138916,10.0,8,4.3,4.8,Fair,3,97,1
138917,10.0,10,5.3,9.2,Fair,3,99,1
138922,6.4,10,4.9,9.3,Poor,3,50,0
138925,8.4,10,3.9,4.6,Poor,4,71,1
138933,6.7,9,5.9,7.3,Fair,5,100,1
138935,9.5,6,1.0,7.3,Good,6,94,1
138939,7.0,10,4.8,6.1,Poor,2,81,1
138940,6.6,10,5.7,6.5,Fair,5,75,1
138946,5.5,10,1.8,7.9,Fair,5,99,1
138947,4.8,7,5.1,4.2,Fair,4,76,1
138954,8.7,9,5.4,8.4,Fair,5,88,1
138962,3.5,8,6.5,4.8,Fair,2,77,1
138971,6.1,10,4.4,6.3,Fair,2,95,1
138973,9.5,10,5.9,7.3,Poor,7,99,1
138975,3.5,7,8.4,6.8,Good,7,81,1
138978,5.7,10,5.7,6.4,Poor,0,79,1
138980,7.3,7,2.0,7.6,Good,4,95,1
138996,6.8,9,2.3,7.7,Fair,5,99,1
138999,8.6,9,6.3,8.0,Fair,5,73,1
139004,7.4,5,1.2,8.3,Good,4,100,1
139008,5.3,7,2.4,9.5,Fair,4,100,1
139009,8.1,10,10.0,5.9,Poor,3,82,1
139025,5.4,10,5.3,6.5,Poor,2,83,1
139027,3.0,10,8.1,6.4,Good,2,72,1
139029,10.0,7,3.5,7.6,Poor,2,100,1
139042,7.8,5,5.5,9.6,Good,3,94,1
139054,8.3,10,4.3,8.1,Fair,5,69,1
139059,10.0,9,7.7,7.6,Good,4,89,1
139063,8.4,9,4.0,6.1,Fair,4,100,1
139064,7.2,10,5.4,6.6,Poor,3,88,1
139068,5.6,7,6.1,6.9,Good,7,100,1
139076,9.2,10,1.0,5.8,Good,5,94,1
139078,6.3,10,3.5,5.3,Fair,2,85,1
139082,10.0,10,3.5,5.8,Good,0,68,1
139085,10.0,10,4.8,5.4,Poor,0,76,1
139094,8.9,10,6.8,7.2,Poor,0,100,1
139102,6.4,8,4.8,7.9,Poor,1,99,1
139108,7.0,9,4.5,7.0,Good,3,97,1
139120,6.3,10,3.4,7.1,Poor,2,86,1
139123,7.1,5,4.0,7.1,Good,6,96,1
139138,1.4,10,2.6,5.3,Fair,0,83,1
139139,5.0,10,6.1,7.5,Good,1,90,1
139140,4.9,10,5.8,7.0,Good,3,95,1
139148,6.2,10,6.2,5.5,Good,1,89,1
139160,10.0,10,1.0,8.4,Good,5,89,1
139162,10.0,10,5.6,6.3,Good,1,97,1
