student_id,age,gender,major,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,previous_gpa,semester,stress_level,dropout_risk,social_activity,screen_time,study_environment,access_to_tutoring,family_income_range,parental_support_level,motivation_level,exam_anxiety_score,learning_style,time_management_score,exam_score
143391,17,Female,Computer Science,6.844292999068294,2.3,2.1,No,64.7,7.4,Poor,2,Some College,Medium,8.2,Yes,3.71,6,3.8,No,0,11.9,Cafe,No,Low,10,3,10,Auditory,1.2,91
143398,25,Male,Computer Science,6.656843000249567,3.8,1.9,Yes,90.8,10.5,Fair,6,Master,High,5.2,Yes,4.0,3,5.7,No,0,14.1,Cafe,No,Medium,9,4,10,Auditory,4.8,100
143403,25,Male,Computer Science,6.957587706119421,1.1,3.7,Yes,89.3,8.1,Poor,4,Some College,Low,8.2,No,3.99,2,4.1,No,1,13.4,Library,No,High,5,7,8,Kinesthetic,9.7,100
143405,21,Other,Computer Science,6.871004027430594,4.7,3.2,Yes,90.7,8.6,Fair,7,Some College,Medium,7.5,Yes,4.0,7,5.6,No,5,16.0,Co-Learning Group,No,Low,1,5,10,Auditory,9.1,100
143408,27,Other,Computer Science,5.294087648945462,3.0,2.6,No,75.8,5.8,Good,5,Some College,Low,8.7,Yes,3.65,2,5.7,No,1,12.3,Library,Yes,High,3,7,8,Kinesthetic,9.5,91
143418,16,Other,Computer Science,5.814924016906594,1.6,0.3,No,45.1,6.8,Fair,6,Bachelor,Medium,5.6,Yes,4.0,3,4.7,No,5,9.4,Library,No,Medium,1,3,10,Auditory,6.6,93
143424,20,Other,Computer Science,0.8748779350281249,3.0,0.8,No,47.7,6.6,Good,5,Master,High,3.4,No,2.81,3,4.8,No,2,5.5,Cafe,No,Medium,7,9,6,Visual,3.3,65
143428,20,Other,Computer Science,2.4226580890604303,0.3,1.4,Yes,47.0,9.0,Good,6,Bachelor,High,6.8,No,4.0,8,6.3,No,5,4.3,Co-Learning Group,Yes,Low,1,8,7,Auditory,1.5,98
143432,19,Other,Computer Science,6.50709042956148,2.9,2.8,Yes,80.7,7.5,Poor,1,Master,Medium,9.0,Yes,4.0,7,3.7,No,4,13.0,Cafe,Yes,Low,2,8,7,Kinesthetic,7.6,100
143440,24,Other,Computer Science,6.989851150184055,1.4,1.7,No,49.0,7.6,Poor,5,PhD,Medium,8.8,Yes,3.56,4,4.3,No,4,12.0,Library,No,Low,2,2,10,Kinesthetic,3.5,94
143450,20,Other,Computer Science,5.101734417609944,1.9,1.5,No,64.4,11.6,Good,4,High School,High,9.2,Yes,4.0,3,3.1,No,0,9.8,Library,Yes,Low,1,8,7,Visual,9.3,100
143457,16,Female,Computer Science,2.500650228843767,1.6,1.5,Yes,57.5,7.8,Good,2,Master,Low,10.0,Yes,3.14,1,4.7,No,2,6.2,Quiet Room,Yes,High,9,3,10,Visual,1.3,84
143464,18,Male,Computer Science,5.282930524536702,1.1,0.1,No,86.5,7.5,Fair,1,High School,High,5.8,Yes,2.99,3,6.4,No,4,6.6,Library,No,High,9,6,9,Auditory,5.2,83
143476,23,Male,Computer Science,6.02661997836321,1.3,1.2,Yes,70.3,6.6,Good,0,PhD,Low,4.6,No,3.87,3,7.7,No,4,8.5,Quiet Room,Yes,Medium,5,8,7,Kinesthetic,7.2,100
143482,20,Other,Computer Science,5.260659298003009,3.1,2.3,Yes,85.7,9.1,Fair,2,Master,High,3.9,No,3.04,7,5.9,No,2,12.5,Cafe,Yes,High,2,1,10,Visual,9.3,73
143483,21,Male,Computer Science,7.476765196361362,1.6,2.7,No,84.3,4.0,Fair,0,Some College,High,7.8,Yes,3.56,3,5.9,No,1,12.9,Dorm,No,Low,8,5,10,Kinesthetic,5.8,79
143491,20,Other,Computer Science,3.795114550544822,4.5,0.3,No,90.6,5.8,Poor,2,High School,High,7.4,Yes,3.91,3,5.4,No,1,9.9,Dorm,No,Medium,5,1,10,Reading,3.8,100
143509,24,Male,Computer Science,5.982061443281228,3.9,1.9,No,57.1,6.4,Good,3,Bachelor,High,6.1,No,3.2,7,6.7,No,1,13.1,Dorm,No,Medium,9,7,8,Kinesthetic,7.5,96
143513,24,Female,Computer Science,3.737529664825126,3.8,0.2,No,44.8,9.2,Poor,7,Some College,Medium,8.4,Yes,4.0,8,3.5,No,2,9.1,Co-Learning Group,Yes,Medium,6,5,10,Auditory,1.6,100
143516,28,Male,Computer Science,5.940646341227891,1.7,0.2,Yes,75.9,6.4,Fair,1,PhD,Low,8.7,No,4.0,7,4.3,No,1,9.6,Co-Learning Group,No,Low,6,10,5,Visual,9.8,99
143525,28,Female,Computer Science,2.784942664956368,0.1,3.6,No,45.7,8.3,Poor,4,Some College,Low,5.6,Yes,3.37,7,3.2,No,4,6.6,Quiet Room,No,High,8,6,9,Reading,4.1,81
143528,20,Other,Computer Science,4.464995209029693,3.7,0.0,Yes,86.5,9.3,Good,5,High School,Medium,6.9,No,4.0,5,3.3,No,0,9.5,Library,Yes,Medium,7,8,7,Auditory,3.7,100
143532,25,Female,Computer Science,5.611282750315654,0.9,0.1,No,85.2,7.0,Fair,2,High School,Low,7.1,No,4.0,4,3.9,No,4,8.5,Co-Learning Group,Yes,Medium,4,3,10,Visual,6.8,96
143535,27,Other,Computer Science,3.3484629687393523,1.9,0.5,No,68.2,5.9,Good,6,Master,Medium,7.3,Yes,3.94,5,5.7,No,3,6.2,Quiet Room,No,Medium,9,8,7,Kinesthetic,6.5,92
143545,27,Female,Computer Science,0.7815139841820439,0.2,2.6,No,97.9,6.8,Fair,7,PhD,Low,8.3,Yes,3.49,7,4.1,No,5,4.0,Quiet Room,Yes,Medium,1,7,8,Kinesthetic,7.1,87
143547,17,Female,Computer Science,7.98009648265745,3.4,2.2,Yes,94.9,6.1,Good,7,Bachelor,Low,6.4,Yes,3.51,5,6.7,No,3,14.6,Dorm,Yes,Low,5,7,8,Kinesthetic,5.3,92
143559,27,Male,Computer Science,4.144204271742445,3.8,1.1,No,96.1,6.4,Fair,2,PhD,High,4.9,Yes,4.0,6,2.9,No,4,10.8,Cafe,Yes,High,6,9,6,Visual,9.1,100
143574,16,Male,Computer Science,2.665988334893071,2.6,3.3,Yes,75.6,8.5,Fair,0,PhD,High,3.1,No,4.0,6,5.5,No,3,9.8,Dorm,No,High,8,7,8,Reading,6.2,100
143576,17,Male,Computer Science,6.832775005091084,0.9,1.5,No,58.2,6.0,Good,7,Master,High,3.9,No,4.0,7,3.0,No,0,11.0,Library,Yes,Medium,9,5,10,Kinesthetic,9.0,100
143578,16,Female,Computer Science,6.524226029176789,4.5,2.8,No,86.4,7.8,Good,3,Master,Medium,8.4,No,3.23,6,4.1,No,3,13.8,Co-Learning Group,No,High,8,6,9,Visual,4.0,73
143579,25,Male,Computer Science,8.773596212047725,2.9,0.2,Yes,68.3,7.1,Good,7,Master,Medium,7.6,Yes,3.5,1,6.5,No,2,13.1,Library,No,Low,3,6,9,Auditory,5.6,95
143590,17,Female,Computer Science,6.204768041794411,1.6,1.0,Yes,65.9,7.4,Good,1,PhD,High,6.8,Yes,3.34,3,1.8,No,5,9.8,Dorm,Yes,High,4,2,10,Auditory,8.3,86
143591,25,Male,Computer Science,8.010172672616278,1.0,3.2,No,74.2,5.3,Good,6,Some College,Low,5.8,No,4.0,8,3.7,No,4,14.0,Library,Yes,High,9,10,5,Reading,4.2,97
143599,23,Male,Computer Science,6.728101171570888,0.2,0.6,No,73.8,7.6,Good,3,Some College,Medium,5.9,Yes,4.0,1,6.3,No,1,8.5,Library,No,Medium,9,6,9,Auditory,2.6,98
143607,21,Other,Computer Science,7.497908228852879,0.3,0.2,Yes,43.0,4.5,Good,5,High School,Medium,6.2,Yes,4.0,5,6.9,No,0,9.3,Co-Learning Group,Yes,High,3,6,9,Visual,8.3,100
143613,22,Female,Computer Science,5.573488775689373,3.3,0.5,No,74.5,5.6,Poor,1,Master,High,7.4,No,3.14,8,9.9,Yes,1,9.8,Cafe,Yes,Medium,4,3,10,Kinesthetic,2.9,75
143630,20,Female,Computer Science,6.931812032915093,4.3,3.3,No,55.4,5.8,Good,5,Bachelor,Medium,8.3,Yes,3.52,1,4.9,No,4,16.0,Cafe,Yes,Medium,3,5,10,Kinesthetic,1.1,87
143631,16,Other,Computer Science,4.635739245962718,0.8,1.2,No,48.1,8.7,Fair,2,Bachelor,Medium,7.0,Yes,3.59,5,4.1,No,0,8.5,Cafe,Yes,Low,3,10,5,Visual,8.8,85
143640,25,Male,Computer Science,4.937884772469665,0.9,2.8,No,46.5,8.3,Poor,7,High School,High,9.8,No,4.0,6,2.9,No,2,10.1,Library,No,Medium,8,2,10,Reading,3.3,100
143647,21,Male,Computer Science,6.771585054076329,4.6,0.3,No,56.2,5.7,Fair,7,High School,Medium,6.8,No,4.0,1,2.1,No,3,11.9,Cafe,No,Low,7,5,10,Auditory,9.2,97
143651,20,Other,Computer Science,8.277005250838124,2.6,3.2,No,93.3,5.9,Poor,1,High School,Medium,7.3,Yes,4.0,1,1.3,No,2,16.0,Library,Yes,Low,5,1,10,Auditory,5.2,97
143668,26,Female,Computer Science,3.0248349158458825,2.2,1.1,No,86.1,6.6,Good,1,Bachelor,High,8.2,No,3.43,5,6.6,No,2,7.9,Library,No,Medium,1,6,9,Visual,5.1,93
143674,22,Male,Computer Science,2.9277886002382303,3.0,2.4,Yes,82.6,7.7,Fair,6,Master,Low,9.4,No,3.37,6,5.0,No,3,8.6,Cafe,Yes,Medium,8,7,8,Visual,7.9,78
143677,22,Female,Computer Science,9.304218115192798,4.1,1.9,Yes,86.0,6.0,Good,3,High School,Medium,4.5,No,4.0,4,3.0,No,4,17.2,Dorm,No,High,9,2,10,Auditory,5.3,100
143692,25,Male,Computer Science,2.4283314636092,3.1,1.0,No,57.0,5.5,Poor,0,Some College,Low,6.2,No,3.72,1,3.7,No,2,7.0,Quiet Room,Yes,Medium,10,2,10,Reading,5.1,85
143705,20,Male,Computer Science,6.650391545348792,4.3,0.1,Yes,64.1,6.4,Poor,7,Some College,High,10.0,Yes,3.02,5,6.6,No,0,11.3,Dorm,Yes,High,6,5,10,Auditory,8.1,75
143717,18,Female,Computer Science,6.879466104003498,3.8,2.4,No,98.7,6.3,Good,7,Bachelor,Medium,5.5,No,3.49,1,4.4,No,5,15.0,Co-Learning Group,No,Low,10,9,6,Visual,3.5,94
143718,22,Other,Computer Science,0.0,3.3,1.6,Yes,69.8,6.1,Poor,5,Master,Medium,1.0,No,3.41,1,4.8,No,1,5.6,Cafe,Yes,High,7,9,6,Auditory,7.0,83
143722,24,Other,Computer Science,5.971211728585386,4.9,2.7,No,83.3,10.1,Poor,1,Bachelor,Medium,5.0,Yes,4.0,1,8.7,No,0,13.7,Cafe,Yes,High,1,8,7,Kinesthetic,2.6,100
143740,17,Female,Computer Science,2.3571820870027085,3.9,3.8,No,81.6,7.5,Good,6,PhD,Low,6.4,Yes,4.0,3,7.0,No,2,11.1,Quiet Room,Yes,High,9,9,6,Visual,9.5,97
143744,27,Male,Computer Science,7.35146258433532,3.0,0.5,No,97.4,6.1,Good,1,Master,Medium,7.8,Yes,2.73,4,6.2,No,4,11.6,Cafe,No,Medium,7,2,10,Reading,3.6,70
143747,22,Male,Computer Science,5.344689708214828,1.3,1.7,Yes,53.4,10.1,Poor,6,High School,Low,4.8,Yes,3.89,1,5.3,No,1,9.4,Dorm,No,High,6,3,10,Reading,4.5,100
143765,16,Male,Computer Science,1.0159651936191332,2.0,2.3,No,98.1,5.0,Good,7,Master,Low,7.9,Yes,3.92,1,8.8,No,0,6.8,Quiet Room,Yes,Medium,5,6,9,Reading,8.9,96
143767,24,Other,Computer Science,8.119921062656434,1.2,2.0,Yes,58.8,4.0,Fair,1,Some College,Medium,3.6,No,4.0,3,4.9,No,1,12.9,Dorm,Yes,High,3,4,10,Kinesthetic,6.9,96
143779,26,Female,Computer Science,5.453822805243714,0.8,1.1,Yes,85.3,7.4,Good,7,PhD,High,7.3,No,4.0,8,1.0,No,5,8.8,Dorm,Yes,Low,5,9,6,Visual,4.9,91
143780,26,Female,Computer Science,3.937894301656727,2.2,3.4,Yes,88.1,4.0,Fair,1,Bachelor,Medium,4.8,No,2.7,2,8.2,Yes,1,9.6,Co-Learning Group,No,High,8,2,10,Visual,5.5,65
143783,21,Male,Computer Science,0.7130371656101755,1.4,2.8,No,93.2,7.7,Fair,4,PhD,High,2.7,Yes,4.0,6,4.6,No,0,6.1,Quiet Room,Yes,Low,10,3,10,Auditory,8.8,100
143786,24,Female,Computer Science,6.851667079544896,2.0,2.7,No,79.1,8.3,Poor,3,Bachelor,High,4.7,No,4.0,7,4.6,No,4,13.5,Quiet Room,No,High,6,4,10,Auditory,1.6,94
143788,16,Other,Computer Science,7.608710196100304,3.0,2.1,Yes,68.0,7.5,Good,0,Some College,Low,9.3,Yes,4.0,3,6.7,No,3,13.3,Cafe,No,Low,8,9,6,Auditory,7.7,99
143791,21,Other,Computer Science,7.010074293230194,0.6,2.1,No,94.4,8.4,Good,1,High School,Low,9.2,No,3.74,7,3.8,No,5,11.3,Dorm,No,Medium,4,4,10,Kinesthetic,1.8,93
143792,22,Male,Computer Science,3.44293927413041,0.6,2.6,Yes,91.2,7.7,Good,4,PhD,Low,4.7,Yes,3.99,7,2.5,No,5,7.2,Library,No,Medium,7,7,8,Visual,8.7,98
143795,18,Female,Computer Science,6.955046366228115,3.7,3.8,Yes,71.3,5.5,Good,1,Bachelor,Medium,6.9,No,4.0,5,6.1,No,5,16.4,Co-Learning Group,Yes,Medium,1,10,5,Reading,3.7,97
143800,20,Male,Computer Science,0.0,4.7,0.4,No,97.0,6.6,Good,0,Bachelor,High,7.6,Yes,2.56,7,8.0,No,5,6.6,Cafe,Yes,Low,9,5,10,Visual,8.8,64
143811,24,Male,Computer Science,3.944150734495803,3.9,0.3,Yes,98.2,7.3,Good,6,Bachelor,High,6.2,No,4.0,5,5.5,No,3,8.8,Library,Yes,Medium,9,7,8,Visual,2.4,93
143818,18,Other,Computer Science,3.1084366295859347,4.5,3.5,No,84.7,6.6,Good,5,Some College,High,10.0,No,4.0,5,5.5,No,4,11.9,Co-Learning Group,No,Low,1,9,6,Kinesthetic,3.6,99
143821,22,Male,Computer Science,4.7817188763695,4.2,0.2,No,65.4,5.0,Good,6,PhD,High,7.5,No,4.0,7,4.4,No,2,10.3,Dorm,Yes,High,1,9,6,Reading,7.1,97
143823,25,Other,Computer Science,5.625759063368081,0.2,2.6,No,90.2,10.3,Fair,1,Master,Low,7.3,No,4.0,8,6.8,No,5,8.8,Cafe,No,Medium,8,2,10,Reading,2.0,100
143830,26,Other,Computer Science,4.204964464089043,1.4,1.4,Yes,45.5,8.0,Good,7,Master,Low,10.0,Yes,3.72,2,2.0,No,0,8.1,Co-Learning Group,No,High,5,9,6,Visual,1.9,93
143835,21,Male,Computer Science,4.241667582999099,3.3,1.8,Yes,89.9,8.8,Fair,3,Bachelor,Low,10.0,No,3.46,2,1.0,No,3,10.1,Co-Learning Group,No,High,10,4,10,Reading,8.2,83
143838,28,Female,Computer Science,4.689877609092329,4.7,1.6,No,46.1,9.6,Good,4,High School,High,9.3,No,4.0,4,5.0,No,3,11.4,Co-Learning Group,Yes,Low,10,7,8,Reading,9.8,100
143839,20,Other,Computer Science,5.89402529857219,5.0,1.2,No,91.6,7.2,Good,1,Bachelor,Low,5.7,No,3.65,2,7.1,No,1,12.2,Cafe,No,Medium,7,7,8,Auditory,9.1,94
143841,20,Female,Computer Science,1.8127250076799053,2.6,0.2,Yes,89.0,9.4,Fair,0,Some College,Medium,4.8,No,3.37,3,4.9,No,3,6.4,Co-Learning Group,No,High,2,3,10,Reading,3.1,82
143852,20,Other,Computer Science,1.0918336452289232,2.3,0.6,No,97.3,4.7,Good,1,PhD,Low,6.2,No,4.0,3,6.1,No,1,5.3,Co-Learning Group,Yes,High,1,8,7,Visual,4.9,100
143853,17,Male,Computer Science,0.7911307556109445,2.6,2.6,No,84.0,6.0,Poor,1,Some College,Medium,9.3,Yes,3.19,8,4.4,No,2,6.3,Quiet Room,No,High,1,9,6,Auditory,7.3,75
143865,26,Female,Computer Science,7.859869768532396,2.3,3.7,Yes,75.0,7.2,Fair,0,Master,High,3.6,Yes,4.0,8,2.1,No,1,15.6,Library,No,High,2,7,8,Auditory,6.9,97
143867,18,Female,Computer Science,8.11152919599904,0.6,3.2,No,59.0,5.5,Good,6,PhD,Low,6.0,No,4.0,3,4.5,No,1,12.9,Co-Learning Group,No,Medium,9,9,6,Kinesthetic,3.7,98
143873,28,Male,Computer Science,5.610060678143089,4.1,2.6,Yes,64.2,7.2,Good,3,Master,Medium,6.8,Yes,4.0,4,4.1,No,0,12.6,Dorm,No,High,4,2,10,Reading,1.3,98
143886,26,Female,Computer Science,3.727908885754394,3.2,0.9,No,71.9,7.1,Poor,4,PhD,High,4.9,Yes,3.05,5,2.7,No,1,8.0,Dorm,No,High,6,9,6,Auditory,5.5,77
143900,24,Male,Computer Science,6.44716901264527,4.0,2.0,Yes,79.9,8.2,Good,6,High School,Medium,10.0,No,3.69,7,3.2,No,0,14.2,Co-Learning Group,Yes,Medium,6,9,6,Reading,8.2,89
143904,21,Male,Computer Science,2.659630875456132,3.4,3.3,Yes,64.2,9.3,Good,6,Master,Medium,7.6,No,2.95,1,7.7,No,0,10.8,Library,Yes,Medium,7,5,10,Auditory,2.9,69
143905,24,Other,Computer Science,6.309696062582169,3.2,0.8,Yes,98.0,7.7,Good,2,Master,Low,4.5,Yes,4.0,8,5.3,No,1,10.7,Library,No,Low,5,10,5,Auditory,1.3,100
143909,19,Male,Computer Science,4.552174946073253,3.2,0.2,No,41.0,8.1,Fair,3,Master,Low,5.2,No,3.91,6,9.1,No,4,9.7,Co-Learning Group,Yes,Medium,1,7,8,Kinesthetic,3.6,99
143924,21,Female,Computer Science,6.917741298095574,3.0,1.4,No,51.5,6.5,Good,3,High School,Low,7.2,No,4.0,1,4.6,No,0,12.9,Library,No,Medium,9,1,10,Auditory,1.7,100
143942,20,Male,Computer Science,0.0,3.4,0.8,Yes,98.5,6.3,Good,3,High School,Low,5.5,Yes,3.77,5,7.7,No,0,4.4,Dorm,Yes,High,10,2,10,Kinesthetic,1.6,89
143943,20,Female,Computer Science,6.88613323052494,1.6,1.4,Yes,47.7,6.2,Fair,4,High School,Low,6.1,Yes,4.0,6,3.8,No,3,11.8,Cafe,No,High,1,10,5,Kinesthetic,5.8,100
143949,19,Other,Computer Science,3.7011167175642328,2.2,4.0,No,84.4,7.2,Good,5,Some College,Medium,5.8,Yes,4.0,4,8.7,No,4,11.9,Co-Learning Group,No,Low,9,6,9,Visual,9.5,98
143959,25,Other,Computer Science,3.438219832973469,4.6,0.8,Yes,57.2,8.1,Good,6,High School,High,8.1,Yes,3.47,8,3.3,No,2,8.9,Library,No,High,4,10,5,Auditory,5.7,92
143961,25,Female,Computer Science,7.864722608398074,0.0,2.8,No,65.6,6.3,Good,1,High School,Medium,10.0,No,4.0,5,6.5,No,3,11.0,Co-Learning Group,No,Medium,3,2,10,Visual,7.2,100
143962,25,Female,Computer Science,3.891802335554319,3.1,1.8,Yes,74.8,7.1,Fair,2,Some College,Low,7.300000000000001,No,2.8,7,7.3,No,0,10.7,Quiet Room,Yes,Medium,6,2,10,Auditory,4.2,64
143974,26,Female,Computer Science,3.417857327795024,3.7,1.3,Yes,87.5,9.4,Fair,5,Some College,Low,9.8,No,4.0,6,7.2,No,1,9.2,Quiet Room,No,High,9,4,10,Auditory,1.5,83
143978,25,Male,Computer Science,2.096917366812428,1.4,2.7,No,66.3,8.1,Good,2,Bachelor,High,6.2,Yes,4.0,2,3.7,No,2,7.8,Library,Yes,High,3,2,10,Auditory,6.4,100
143987,28,Female,Computer Science,4.972038617563165,2.4,0.5,Yes,78.1,6.5,Poor,0,Master,Low,8.2,Yes,4.0,1,3.3,No,3,9.8,Cafe,No,Low,9,7,8,Reading,1.5,100
144001,28,Female,Computer Science,6.588667455645407,4.1,2.3,Yes,40.4,4.1,Good,4,PhD,Low,10.0,No,3.08,1,5.2,No,2,13.2,Co-Learning Group,Yes,High,7,2,10,Visual,5.9,83
144004,19,Other,Computer Science,5.137152323663102,0.8,1.0,No,44.2,7.0,Fair,3,Some College,High,4.7,No,3.23,1,6.0,No,5,8.8,Co-Learning Group,Yes,Low,4,6,9,Auditory,1.3,86
144006,19,Male,Computer Science,3.836227966534268,4.9,0.2,Yes,74.7,6.5,Good,2,Master,Medium,6.9,Yes,3.38,6,4.2,No,2,10.7,Quiet Room,Yes,High,9,2,10,Auditory,3.7,76
144013,21,Other,Computer Science,5.046792059974784,2.9,0.7,Yes,79.5,7.2,Good,3,Master,Low,6.7,Yes,4.0,2,5.9,No,2,9.6,Cafe,Yes,Low,5,10,5,Auditory,1.6,100
144019,24,Other,Computer Science,4.939765682651276,2.7,3.9,No,78.5,5.8,Fair,0,PhD,Low,9.5,Yes,3.65,1,4.0,No,0,12.4,Quiet Room,Yes,Low,5,4,10,Auditory,8.0,93
144023,25,Other,Computer Science,3.6192556714038058,2.8,0.5,Yes,81.0,7.3,Good,3,PhD,Low,6.9,No,3.64,4,5.3,No,5,8.8,Dorm,Yes,Low,2,9,6,Kinesthetic,9.7,85
144024,16,Male,Computer Science,6.863614595432253,4.7,3.9,No,42.7,7.7,Poor,4,Master,Medium,6.5,No,3.68,7,4.5,No,3,16.6,Quiet Room,Yes,Medium,9,8,7,Auditory,7.0,90
144032,27,Other,Computer Science,7.006004686180217,2.0,0.9,No,63.8,8.3,Fair,7,Some College,Low,4.2,Yes,3.21,8,5.9,No,4,10.8,Co-Learning Group,No,High,8,3,10,Reading,2.8,79
144036,22,Other,Computer Science,6.208434287095983,1.3,0.2,Yes,63.8,6.7,Poor,1,Bachelor,Medium,9.8,No,4.0,3,9.1,No,5,7.8,Cafe,No,Medium,7,8,7,Visual,3.8,100
144040,23,Female,Computer Science,5.911302820440774,3.0,0.2,Yes,66.1,8.9,Good,1,Master,Medium,4.5,No,4.0,8,2.3,No,4,9.8,Co-Learning Group,No,High,6,9,6,Kinesthetic,3.5,100
144043,25,Female,Computer Science,4.063473163984276,0.0,1.8,Yes,68.2,5.5,Good,7,Master,High,1.0,Yes,3.59,7,3.3,No,3,7.5,Dorm,Yes,Medium,5,3,10,Auditory,9.7,80
144067,22,Other,Computer Science,7.802171060874616,1.5,2.5,Yes,68.3,4.0,Poor,2,High School,Low,9.6,No,4.0,2,1.0,No,4,12.4,Quiet Room,Yes,Medium,8,7,8,Auditory,1.2,100
144068,19,Other,Computer Science,8.489090473595095,1.4,0.4,Yes,40.9,9.0,Poor,1,High School,Medium,6.0,Yes,4.0,3,4.7,No,3,10.9,Dorm,No,Medium,4,8,7,Reading,8.6,98
144079,16,Male,Computer Science,8.49177093150693,1.8,3.3,Yes,51.1,8.5,Fair,2,Bachelor,Low,7.1,Yes,3.96,6,5.3,No,2,14.2,Cafe,No,Medium,4,3,10,Reading,7.8,100
144084,21,Male,Computer Science,5.949905665808442,4.1,2.1,No,98.6,9.4,Poor,3,High School,Low,6.1,Yes,4.0,4,5.7,No,4,14.0,Co-Learning Group,Yes,Medium,3,9,6,Auditory,1.2,100
144088,28,Male,Computer Science,5.924695465846824,3.0,0.0,No,97.4,7.5,Poor,4,High School,High,5.7,No,2.88,2,7.8,No,5,9.1,Dorm,No,Medium,4,1,10,Visual,7.3,72
144089,17,Male,Computer Science,4.655696614783192,1.2,0.5,Yes,75.0,10.3,Poor,4,Some College,Medium,8.6,No,4.0,7,1.0,No,4,8.2,Dorm,No,High,2,7,8,Reading,9.4,100
144099,17,Other,Computer Science,4.234958869808179,2.8,2.8,No,66.1,5.5,Good,5,PhD,Low,7.6,No,4.0,6,5.6,No,2,10.5,Quiet Room,No,High,3,1,10,Kinesthetic,9.4,94
144100,21,Other,Computer Science,3.1593335006929117,0.6,1.3,Yes,68.2,7.7,Fair,2,Master,Low,3.1,No,3.04,4,8.1,Yes,1,6.7,Cafe,No,High,4,1,10,Kinesthetic,3.5,78
144117,21,Other,Computer Science,4.13201823333253,3.8,0.8,No,85.2,7.3,Good,5,Some College,High,5.0,No,3.96,3,3.0,No,3,9.0,Library,No,Medium,4,2,10,Reading,2.1,100
144125,23,Male,Computer Science,4.057297379701214,2.9,1.3,Yes,69.2,7.9,Fair,6,Bachelor,High,8.1,Yes,3.71,2,6.8,No,4,10.2,Library,No,Medium,5,1,10,Visual,8.6,98
144128,25,Other,Computer Science,5.477424911690176,1.0,3.9,Yes,92.6,7.3,Poor,6,PhD,Medium,8.8,No,3.01,6,4.7,No,1,10.5,Co-Learning Group,No,Medium,5,5,10,Kinesthetic,7.0,66
144138,28,Male,Computer Science,6.408884517245363,2.3,0.5,No,91.2,7.1,Poor,5,High School,Low,8.6,Yes,2.98,5,6.0,No,2,10.1,Dorm,No,Medium,2,5,10,Auditory,5.9,69
144147,17,Other,Computer Science,6.34240649600606,2.9,2.2,Yes,65.7,7.5,Poor,5,PhD,Low,5.6,Yes,3.62,2,3.3,No,3,11.6,Cafe,Yes,Medium,2,9,6,Auditory,4.2,98
144169,26,Female,Computer Science,8.412672850479941,1.5,3.1,No,86.1,6.4,Good,6,Bachelor,High,5.2,Yes,4.0,8,3.7,No,3,14.5,Co-Learning Group,Yes,High,1,8,7,Visual,1.5,100
144174,24,Other,Computer Science,1.0496684383762689,4.2,0.7,Yes,40.9,6.1,Good,1,Master,Low,6.2,No,3.07,2,7.0,No,3,7.6,Co-Learning Group,Yes,High,9,10,5,Auditory,9.7,67
144187,16,Male,Computer Science,7.1287876107800745,2.4,1.2,No,55.7,7.2,Fair,3,PhD,Medium,7.7,Yes,3.28,4,3.5,No,4,11.6,Library,Yes,Low,10,5,10,Auditory,6.0,82
144189,27,Male,Computer Science,3.869718575395038,4.8,3.4,No,76.5,7.9,Fair,2,Bachelor,Medium,5.3,No,4.0,6,5.7,No,2,13.3,Cafe,No,Medium,1,2,10,Visual,5.2,100
144192,16,Female,Computer Science,5.061866198016955,2.3,1.8,No,96.1,8.3,Good,6,Some College,High,6.5,No,3.11,7,5.6,No,4,10.4,Quiet Room,No,Medium,4,1,10,Visual,3.5,75
144194,16,Other,Computer Science,3.014451742988075,1.2,1.0,Yes,70.2,8.6,Good,2,Bachelor,High,8.7,No,3.76,5,1.2,No,3,5.7,Quiet Room,No,High,10,1,10,Reading,3.2,88
144197,23,Other,Computer Science,4.701443114723,1.1,2.6,Yes,66.7,6.7,Fair,4,PhD,Medium,6.3,No,3.49,6,6.8,No,3,9.0,Cafe,Yes,High,6,3,10,Visual,7.4,90
144199,23,Male,Computer Science,3.280894984916124,3.8,1.0,Yes,57.8,6.1,Fair,5,High School,Medium,5.4,Yes,2.5,2,9.1,No,2,8.5,Library,No,Low,8,5,10,Reading,1.4,72
144204,21,Other,Computer Science,6.283111638459523,3.8,2.6,No,52.5,6.1,Good,2,PhD,High,9.1,Yes,4.0,4,6.8,No,4,14.4,Cafe,Yes,Low,9,6,9,Visual,8.7,98
144222,21,Female,Computer Science,5.1710137216576655,4.5,2.0,No,92.7,7.1,Good,5,Master,Medium,6.4,Yes,3.51,4,3.0,No,2,12.2,Library,No,Medium,7,3,10,Kinesthetic,7.2,87
144229,18,Male,Computer Science,5.808871815491651,4.8,0.6,Yes,76.9,5.6,Good,3,Some College,Medium,4.0,Yes,3.0,6,3.0,No,5,13.2,Cafe,Yes,Medium,7,5,10,Reading,9.0,70
144230,23,Female,Computer Science,5.044939048206462,1.0,1.4,Yes,67.1,8.1,Fair,1,Some College,Low,5.5,Yes,3.56,3,7.8,No,5,9.2,Cafe,No,Low,7,4,10,Kinesthetic,2.6,89
