student_id,age,gender,major,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,previous_gpa,semester,stress_level,dropout_risk,social_activity,screen_time,study_environment,access_to_tutoring,family_income_range,parental_support_level,motivation_level,exam_anxiety_score,learning_style,time_management_score,exam_score,Study_Stress_Interaction,GPA_Relative_Performance,Pass_Fail
134650,23,Other,Computer Science,5.908905891189968,4.2,0.9,Yes,43.9,5.5,Fair,0,Bachelor,High,7.7,No,3.4,4,6.3,No,2,12.1,Quiet Room,No,Low,4,1,10,Reading,2.6,81,37.2261071144968,-0.2510470341521871,1
134652,25,Other,Computer Science,1.271680145723734,4.5,1.1,Yes,45.7,9.7,Good,7,PhD,Medium,7.2,No,4.0,3,5.9,No,0,8.5,Library,Yes,High,4,3,10,Kinesthetic,3.3,100,7.5029128597700305,0.348952965847813,1
134655,17,Female,Computer Science,3.540732042715028,0.5,0.6,Yes,88.0,9.9,Good,6,Master,High,3.2,No,4.0,7,3.4,No,5,4.8,Cafe,Yes,High,7,8,7,Auditory,8.8,100,12.038488945231096,0.348952965847813,1
134661,26,Male,Computer Science,3.293357316452634,0.9,2.4,Yes,86.1,6.6,Fair,2,Bachelor,High,10.0,Yes,2.64,4,3.7,No,1,8.3,Dorm,Yes,Low,3,5,10,Kinesthetic,8.9,66,12.185422070874747,-1.0110470341521869,1
134671,27,Other,Computer Science,5.361262434789972,2.2,2.4,Yes,56.0,6.3,Fair,7,Bachelor,High,8.0,No,4.0,2,3.7,No,3,10.5,Co-Learning Group,No,Medium,7,4,10,Auditory,3.4,99,19.8366710087229,0.348952965847813,1
134688,22,Other,Computer Science,5.988998189050618,3.7,2.3,No,82.1,9.5,Fair,7,Some College,High,7.2,Yes,2.96,2,5.7,No,0,12.3,Dorm,Yes,High,3,2,10,Reading,1.9,62,34.13728967758853,-0.691047034152187,1
134700,23,Other,Computer Science,3.053776365550276,1.6,3.2,Yes,92.3,6.9,Good,6,Bachelor,Medium,8.2,No,4.0,6,7.8,No,1,7.9,Cafe,No,Low,10,10,5,Visual,4.8,89,23.819455651292152,0.348952965847813,1
134718,22,Other,Computer Science,2.7490270273095643,1.2,0.9,No,99.9,8.4,Good,6,PhD,High,6.3,Yes,3.39,3,1.3,No,1,5.5,Library,No,Medium,3,10,5,Kinesthetic,1.1,87,3.573735135502434,-0.2610470341521869,1
134720,22,Male,Computer Science,1.0678656934688473,3.1,2.6,Yes,41.1,6.7,Good,0,Some College,High,7.4,No,3.41,4,7.5,No,1,7.1,Co-Learning Group,No,Low,4,2,10,Reading,7.8,80,8.008992701016355,-0.24104703415218687,1
134722,25,Other,Computer Science,6.199431423314886,4.9,3.0,No,95.0,8.0,Good,1,High School,Medium,6.3,No,4.0,3,7.7,No,0,15.6,Quiet Room,Yes,High,7,5,10,Visual,7.6,100,47.73562195952462,0.348952965847813,1
134737,17,Male,Computer Science,4.81997238845257,0.5,1.5,No,46.1,6.9,Good,2,Master,Medium,8.8,No,3.53,8,2.0,No,0,8.1,Library,No,High,10,9,6,Reading,6.4,72,9.63994477690514,-0.1210470341521872,1
134741,27,Other,Computer Science,4.571171806202559,1.7,1.8,No,88.4,6.7,Good,2,High School,High,4.6,No,4.0,1,5.6,No,2,8.7,Library,No,High,4,7,8,Visual,5.6,100,25.598562114734328,0.348952965847813,1
134748,24,Male,Computer Science,5.983007116007231,1.3,3.2,No,82.0,7.0,Good,3,High School,High,7.5,Yes,4.0,4,1.0,No,2,11.3,Co-Learning Group,No,Low,7,2,10,Visual,1.7,97,5.983007116007231,0.348952965847813,1
134753,26,Female,Computer Science,6.105639523032794,4.2,1.5,Yes,63.3,7.3,Fair,5,PhD,High,7.5,No,4.0,8,8.4,No,4,12.6,Dorm,Yes,High,4,5,10,Visual,1.4,100,51.287371993475475,0.348952965847813,1
134756,26,Other,Computer Science,4.614287782125762,4.4,1.2,No,74.5,6.8,Poor,7,PhD,Medium,5.8,No,2.8,8,6.0,No,4,10.2,Cafe,No,Medium,10,2,10,Visual,8.3,80,27.685726692754574,-0.8510470341521872,1
134757,16,Female,Computer Science,4.79801596619557,3.3,0.9,Yes,54.4,7.6,Fair,0,Master,High,7.5,Yes,3.98,5,6.2,No,4,10.8,Dorm,Yes,High,3,9,6,Visual,2.5,100,29.747698990412534,0.328952965847813,1
134759,25,Male,Computer Science,6.627456535121946,1.5,3.6,Yes,46.4,6.1,Good,3,Some College,Low,7.3,Yes,3.67,2,5.8,No,2,13.3,Co-Learning Group,No,Low,9,10,5,Visual,1.3,91,38.43924790370729,0.01895296584781292,1
134760,22,Other,Computer Science,3.2600481676222417,3.4,3.7,No,76.3,6.9,Good,0,High School,High,9.0,No,3.96,5,6.0,No,0,11.5,Co-Learning Group,No,Medium,9,1,10,Reading,4.7,100,19.560289005733452,0.30895296584781295,1
134766,27,Male,Computer Science,7.321132125609113,4.1,2.1,Yes,98.2,6.4,Poor,4,High School,High,6.1,No,3.68,4,4.5,No,4,14.7,Library,Yes,Medium,6,4,10,Reading,4.9,91,32.94509456524101,0.02895296584781315,1
134776,16,Other,Computer Science,5.5074870196103065,2.8,3.7,Yes,56.5,7.6,Fair,7,Master,High,6.5,No,4.0,2,8.6,No,3,12.9,Library,Yes,Low,9,4,10,Kinesthetic,5.9,93,47.36438836864863,0.348952965847813,1
134783,20,Male,Computer Science,6.594084018703663,4.6,3.7,No,67.4,7.1,Good,2,PhD,High,6.8,No,3.56,6,5.4,No,5,15.6,Library,Yes,High,6,6,9,Reading,8.3,93,35.60805370099978,-0.09104703415218696,1
134795,22,Male,Computer Science,2.732663421872278,1.4,2.5,Yes,90.5,6.1,Good,1,High School,Low,5.8,Yes,4.0,5,6.5,No,3,8.6,Library,Yes,High,2,1,10,Reading,6.1,100,17.762312242169806,0.348952965847813,1
134796,21,Other,Computer Science,3.4871028644173765,2.8,2.6,Yes,55.8,8.9,Good,2,Some College,Low,7.0,No,4.0,8,2.4,No,1,9.6,Library,No,Medium,5,4,10,Auditory,3.1,93,8.369046874601704,0.348952965847813,1
134799,17,Male,Computer Science,0.0,4.9,3.7,No,49.7,6.5,Good,4,Master,High,7.0,Yes,3.02,3,2.7,No,3,9.8,Quiet Room,Yes,Medium,5,9,6,Auditory,3.1,84,0.0,-0.631047034152187,1
134815,24,Other,Computer Science,9.401663326496273,3.2,4.0,No,97.8,7.2,Fair,7,Bachelor,Medium,7.2,Yes,3.2,1,4.2,No,3,16.7,Dorm,No,Low,7,3,10,Kinesthetic,6.5,78,39.48698597128435,-0.45104703415218683,1
134817,16,Male,Computer Science,5.666142345030536,2.0,2.5,No,72.4,8.4,Good,6,Some College,High,7.6,Yes,4.0,5,2.0,No,0,10.5,Quiet Room,Yes,Low,3,3,10,Reading,5.1,100,11.332284690061073,0.348952965847813,1
134822,22,Female,Computer Science,4.092839043257437,3.4,1.1,No,52.9,10.1,Fair,5,PhD,Medium,4.8,No,3.84,1,3.9,No,1,8.8,Quiet Room,Yes,High,5,2,10,Auditory,2.4,94,15.962072268704006,0.18895296584781285,1
134824,18,Other,Computer Science,3.271389400632276,3.7,1.5,No,74.8,7.6,Good,1,PhD,Low,8.2,Yes,3.27,4,8.9,No,2,10.3,Quiet Room,Yes,Low,9,6,9,Kinesthetic,1.4,83,29.115365665627255,-0.381047034152187,1
134829,17,Other,Computer Science,5.175557487697907,3.7,3.0,Yes,67.4,9.9,Poor,5,Master,Medium,5.1,Yes,4.0,5,1.8,No,5,12.5,Dorm,No,Low,10,6,9,Auditory,4.9,100,9.316003477856233,0.348952965847813,1
134830,22,Male,Computer Science,5.48852044081299,4.5,0.9,Yes,67.6,8.4,Poor,4,High School,Low,3.2,No,4.0,2,3.2,No,0,11.4,Quiet Room,Yes,High,8,1,10,Auditory,8.3,100,17.56326541060157,0.348952965847813,1
134842,20,Other,Computer Science,5.573938666157826,2.2,3.6,No,54.4,6.4,Good,6,Bachelor,Medium,7.8,No,3.91,2,1.5,No,2,11.7,Co-Learning Group,Yes,Low,2,5,10,Kinesthetic,7.8,100,8.360907999236739,0.25895296584781313,1
134849,23,Female,Computer Science,3.6704299029297176,2.1,2.5,Yes,61.7,7.9,Fair,1,Bachelor,Low,7.3,Yes,3.9,4,3.7,No,0,9.6,Co-Learning Group,Yes,Low,7,2,10,Visual,2.3,100,13.580590640839956,0.2489529658478129,1
134859,19,Female,Computer Science,2.374561255910325,3.3,1.3,Yes,94.6,8.6,Fair,0,Bachelor,Medium,5.3,No,3.5,5,6.9,No,0,7.6,Co-Learning Group,Yes,High,3,2,10,Kinesthetic,3.0,86,16.384472665781242,-0.151047034152187,1
134870,23,Male,Computer Science,6.543682365217101,1.2,0.1,No,59.1,7.3,Fair,3,High School,Medium,7.0,Yes,4.0,3,4.4,No,1,9.7,Cafe,No,Low,10,5,10,Reading,8.4,93,28.792202406955244,0.348952965847813,1
134874,23,Male,Computer Science,5.808037114370719,0.4,1.7,Yes,51.5,6.7,Good,1,Bachelor,Low,10.0,No,4.0,3,5.9,No,2,9.7,Cafe,Yes,High,8,2,10,Reading,5.4,98,34.26741897478724,0.348952965847813,1
134880,20,Male,Computer Science,3.522487583972412,2.6,0.8,Yes,73.5,7.6,Good,1,Master,Low,5.4,Yes,4.0,4,6.7,No,5,7.0,Library,No,Low,6,8,7,Kinesthetic,3.7,98,23.600666812615163,0.348952965847813,1
134883,26,Male,Computer Science,4.494235476227315,2.4,2.9,Yes,54.6,4.1,Good,7,Some College,Medium,7.4,Yes,4.0,8,3.8,No,0,11.1,Library,Yes,High,2,2,10,Visual,4.2,100,17.078094809663796,0.348952965847813,1
134884,23,Other,Computer Science,6.677151757886684,4.3,3.7,No,94.8,8.2,Good,3,Some College,Medium,7.1,Yes,4.0,2,3.5,No,2,15.6,Library,Yes,Medium,10,2,10,Kinesthetic,5.3,100,23.370031152603396,0.348952965847813,1
134885,23,Female,Computer Science,6.381806998946826,4.0,2.2,No,44.4,7.7,Good,0,Master,Medium,3.8,Yes,3.72,7,4.5,No,4,14.1,Library,No,Medium,10,4,10,Kinesthetic,1.3,98,28.718131495260717,0.06895296584781319,1
134891,27,Other,Computer Science,3.997628054020004,1.0,2.1,Yes,81.1,8.1,Good,6,Bachelor,High,10.0,Yes,3.11,3,5.9,No,5,7.8,Quiet Room,No,Medium,4,4,10,Reading,5.1,79,23.586005518718025,-0.5410470341521871,1
134894,22,Male,Computer Science,10.948927367981748,0.9,0.9,Yes,71.4,6.4,Poor,5,PhD,Medium,7.7,Yes,3.7,4,6.6,No,1,12.9,Library,No,Medium,2,8,7,Auditory,6.4,90,72.26292062867952,0.04895296584781317,1
134902,23,Other,Computer Science,3.943358809373304,4.3,0.5,No,90.3,7.3,Good,4,Some College,High,10.0,No,3.16,1,5.0,No,3,9.2,Dorm,No,High,5,3,10,Auditory,4.0,84,19.716794046866518,-0.49104703415218687,1
134910,25,Female,Computer Science,5.761076473978634,3.2,2.9,No,51.0,5.3,Fair,7,Master,Low,5.6,No,3.52,7,7.8,No,1,13.7,Library,Yes,Low,9,7,8,Auditory,1.2,82,44.93639649703334,-0.131047034152187,1
134911,22,Male,Computer Science,8.205858329484661,0.1,0.4,No,42.8,8.3,Fair,0,Bachelor,Medium,6.3,Yes,3.21,5,3.3,No,2,10.3,Quiet Room,No,Medium,10,1,10,Reading,3.8,68,27.07933248729938,-0.44104703415218705,1
134912,24,Male,Computer Science,4.294398025059258,2.2,3.6,Yes,67.0,8.6,Fair,3,Bachelor,Low,7.699999999999999,No,4.0,2,7.2,No,3,10.5,Library,No,Medium,10,9,6,Auditory,8.4,100,30.91966578042666,0.348952965847813,1
134916,22,Female,Computer Science,3.708308010419751,2.8,2.0,No,81.2,6.3,Good,7,High School,Low,7.1,Yes,3.42,3,4.8,No,3,10.5,Cafe,Yes,Medium,3,9,6,Kinesthetic,3.8,85,17.799878450014806,-0.23104703415218708,1
134919,27,Female,Computer Science,9.190628298967788,4.5,1.9,Yes,51.6,6.5,Good,0,Bachelor,High,8.3,No,4.0,5,8.7,No,3,15.8,Co-Learning Group,No,High,4,10,5,Auditory,2.3,96,79.95846620101975,0.348952965847813,1
134926,27,Male,Computer Science,4.343585523592727,3.6,1.7,Yes,41.4,5.6,Good,4,PhD,Medium,4.4,No,4.0,6,3.8,No,4,11.3,Co-Learning Group,Yes,High,1,4,10,Reading,2.3,95,16.505624989652365,0.348952965847813,1
134927,21,Other,Computer Science,5.507273245609067,3.6,2.3,No,53.1,4.5,Good,0,High School,High,6.4,Yes,3.88,4,6.5,No,1,13.1,Cafe,Yes,High,10,8,7,Reading,7.4,94,35.79727609645894,0.22895296584781288,1
134928,23,Other,Computer Science,2.641540864405552,3.7,2.5,No,89.1,6.9,Good,1,High School,High,7.1,No,4.0,6,2.5,No,4,9.5,Co-Learning Group,Yes,High,3,7,8,Auditory,8.2,100,6.60385216101388,0.348952965847813,1
134931,19,Other,Computer Science,4.196864868539381,3.5,0.8,No,45.8,5.3,Fair,2,PhD,High,7.5,No,2.93,7,4.1,No,5,8.7,Quiet Room,No,High,6,6,9,Reading,7.6,78,17.20714596101146,-0.7210470341521868,1
134933,23,Other,Computer Science,6.322191985947802,4.3,3.6,Yes,68.6,8.3,Good,6,PhD,Low,7.9,Yes,4.0,4,5.4,No,4,14.4,Library,No,High,5,10,5,Reading,4.9,91,34.13983672411813,0.348952965847813,1
134935,26,Female,Computer Science,7.666533838656266,1.5,2.4,No,49.6,5.8,Poor,7,PhD,Medium,6.0,No,3.87,3,3.6,No,3,12.3,Co-Learning Group,No,Low,2,8,7,Reading,8.0,87,27.599521819162558,0.2189529658478131,1
134944,19,Female,Computer Science,4.600581822770877,2.2,1.0,Yes,46.6,7.0,Fair,6,Bachelor,Low,7.2,No,3.75,6,4.3,No,1,8.2,Quiet Room,No,Low,10,8,7,Visual,8.9,94,19.782501837914772,0.09895296584781299,1
134964,24,Other,Computer Science,0.0,3.1,0.5,Yes,92.2,4.8,Good,2,High School,Low,6.3,Yes,2.03,4,8.7,Yes,4,4.5,Dorm,No,Low,4,3,10,Visual,8.8,47,0.0,-1.6210470341521872,0
134968,20,Other,Computer Science,5.475357671843495,4.2,0.1,No,70.1,8.3,Good,4,Bachelor,High,5.1,Yes,4.0,5,4.6,No,0,10.9,Library,Yes,Low,6,10,5,Kinesthetic,2.5,100,25.186645290480076,0.348952965847813,1
134978,27,Female,Computer Science,6.905425169992896,0.6,2.5,No,99.9,8.4,Good,4,PhD,Medium,6.3,Yes,4.0,8,5.2,No,5,12.0,Quiet Room,Yes,Low,1,4,10,Kinesthetic,7.0,97,35.908210883963065,0.348952965847813,1
134986,22,Male,Computer Science,7.942476947577111,0.8,0.0,Yes,75.5,5.7,Good,7,Some College,Medium,8.9,No,3.66,3,6.2,No,2,9.7,Quiet Room,Yes,Medium,6,6,9,Kinesthetic,5.9,99,49.24335707497809,0.008952965847813132,1
135004,16,Other,Computer Science,7.766420163700404,5.0,2.5,No,66.2,6.5,Good,6,Bachelor,Medium,8.2,Yes,3.38,8,3.4,No,2,16.8,Library,No,High,9,7,8,Reading,7.3,84,26.405828556581373,-0.2710470341521871,1
135012,20,Female,Computer Science,4.871454043425813,4.2,3.2,Yes,50.5,9.3,Good,7,High School,High,8.8,Yes,4.0,7,7.8,No,1,13.7,Co-Learning Group,No,Medium,7,8,7,Kinesthetic,5.2,100,37.997341538721344,0.348952965847813,1
135019,16,Other,Computer Science,5.218642628033285,3.4,3.4,Yes,91.3,8.7,Fair,4,Some College,Medium,6.7,No,4.0,1,5.5,No,3,13.6,Cafe,Yes,Medium,9,6,9,Reading,8.3,98,28.702534454183066,0.348952965847813,1
135028,18,Other,Computer Science,0.0,1.0,0.8,No,47.2,5.6,Good,6,Bachelor,Low,7.9,No,2.83,1,5.7,No,3,2.7,Library,No,High,7,6,9,Visual,5.1,76,0.0,-0.8210470341521869,1
135033,20,Male,Computer Science,4.845973122354245,4.8,1.1,No,63.5,8.7,Good,1,Some College,Low,4.0,Yes,3.32,3,5.5,No,5,12.2,Cafe,No,High,6,5,10,Visual,1.6,73,26.652852172948347,-0.33104703415218717,1
135036,28,Female,Computer Science,3.119241223427389,2.6,3.6,No,96.1,6.1,Good,0,High School,High,6.9,Yes,3.12,4,5.4,No,4,10.9,Dorm,Yes,Low,6,9,6,Reading,8.3,77,16.843902606507903,-0.5310470341521869,1
135037,17,Male,Computer Science,7.417410665060077,4.0,1.9,Yes,63.9,9.0,Fair,5,High School,Medium,7.6,No,3.81,7,6.8,No,0,15.0,Quiet Room,Yes,Low,4,1,10,Reading,8.7,100,50.43839252240852,0.15895296584781304,1
135038,21,Female,Computer Science,3.9985943542782985,4.4,1.4,No,62.0,7.1,Fair,5,Bachelor,High,6.6,No,2.86,6,7.5,No,0,11.1,Quiet Room,No,Low,9,6,9,Visual,8.0,64,29.98945765708724,-0.7910470341521871,1
135039,16,Male,Computer Science,6.266169232852834,4.8,3.5,No,56.7,6.4,Poor,2,Master,Low,1.7999999999999998,No,4.0,3,7.1,No,4,16.4,Co-Learning Group,Yes,Medium,9,7,8,Auditory,9.4,100,44.48980155325511,0.348952965847813,1
135046,23,Female,Computer Science,5.122073479650674,2.9,1.9,No,55.3,7.3,Fair,5,Bachelor,Medium,6.2,No,4.0,6,2.4,No,5,10.0,Quiet Room,No,Low,10,4,10,Auditory,10.0,100,12.292976351161618,0.348952965847813,1
135059,17,Other,Computer Science,6.174145680061847,4.0,2.2,No,67.4,5.6,Poor,0,PhD,Medium,6.2,No,2.91,8,9.2,Yes,0,12.8,Cafe,No,Low,9,1,10,Visual,4.8,79,56.80214025656899,-0.7410470341521869,1
135060,20,Female,Computer Science,3.688147414759983,2.0,3.4,Yes,87.3,5.6,Fair,2,Master,Low,9.6,Yes,2.87,7,7.6,No,1,10.1,Cafe,No,Medium,1,6,9,Auditory,2.0,62,28.02992035217587,-0.7810470341521869,1
135061,22,Male,Computer Science,6.542624681502685,1.8,1.3,No,54.5,6.5,Good,7,Bachelor,High,6.7,Yes,4.0,2,1.4,No,1,10.1,Quiet Room,No,Low,10,9,6,Auditory,9.5,100,9.15967455410376,0.348952965847813,1
135082,16,Other,Computer Science,4.983214755570306,2.7,0.1,Yes,61.3,9.8,Poor,7,PhD,Low,7.5,Yes,4.0,7,5.0,No,5,9.1,Dorm,No,Low,4,7,8,Auditory,6.4,97,24.91607377785153,0.348952965847813,1
135092,21,Female,Computer Science,4.248199403395358,2.9,2.4,Yes,96.8,4.0,Fair,0,Some College,Low,10.0,No,3.0,2,4.5,No,2,10.4,Quiet Room,No,Medium,9,4,10,Visual,9.5,76,19.11689731527911,-0.651047034152187,1
135099,27,Female,Computer Science,4.2269890200240186,2.0,3.8,Yes,65.0,4.0,Poor,7,Master,Medium,8.5,No,3.59,2,2.9,No,0,11.7,Co-Learning Group,No,Low,2,8,7,Kinesthetic,3.7,95,12.258268158069653,-0.06104703415218715,1
135107,25,Other,Computer Science,6.694405938990819,0.4,1.7,Yes,51.6,8.3,Fair,1,High School,High,8.5,Yes,3.76,5,3.4,No,2,9.1,Cafe,Yes,Medium,8,3,10,Auditory,1.7,94,22.760980192568784,0.10895296584781278,1
135116,18,Female,Computer Science,3.9933357652223087,5.0,1.8,Yes,54.3,7.5,Fair,3,PhD,Low,4.7,Yes,4.0,8,2.9,No,3,11.1,Co-Learning Group,Yes,Medium,8,3,10,Auditory,3.6,97,11.580673719144695,0.348952965847813,1
135122,19,Male,Computer Science,3.9476311887480167,1.8,1.6,No,90.7,7.8,Poor,1,Bachelor,High,7.5,No,3.84,7,2.9,No,2,9.0,Co-Learning Group,No,High,9,4,10,Reading,7.6,81,11.448130447369248,0.18895296584781285,1
135126,19,Male,Computer Science,3.5080406863258213,2.1,3.2,No,81.4,6.1,Good,0,PhD,High,7.7,No,4.0,2,6.6,No,0,9.9,Quiet Room,Yes,Low,6,7,8,Visual,5.9,100,23.15306852975042,0.348952965847813,1
135127,19,Other,Computer Science,2.784261284134278,2.4,2.3,No,80.6,7.5,Fair,6,High School,High,7.8,Yes,3.77,4,3.3,No,5,7.6,Library,Yes,Low,10,6,9,Kinesthetic,1.6,95,9.188062237643118,0.11895296584781301,1
135139,26,Male,Computer Science,2.762095287757579,0.5,2.2,No,78.2,5.3,Fair,4,PhD,Low,6.0,Yes,4.0,1,5.2,No,5,6.5,Co-Learning Group,Yes,Low,3,6,9,Visual,2.2,100,14.362895496339412,0.348952965847813,1
135143,25,Other,Computer Science,10.680613500613225,3.5,0.7,Yes,87.4,5.1,Good,2,High School,Medium,1.2999999999999998,Yes,4.0,3,7.2,No,2,15.5,Co-Learning Group,No,Medium,6,6,9,Auditory,7.1,100,76.90041720441522,0.348952965847813,1
135149,21,Male,Computer Science,4.346949794710679,2.0,2.9,No,80.4,5.3,Good,6,Some College,Medium,5.9,No,4.0,1,7.6,No,0,9.4,Cafe,Yes,Medium,8,5,10,Visual,4.7,97,33.03681843980116,0.348952965847813,1
135158,21,Female,Computer Science,4.577619641712282,3.3,1.5,No,83.3,6.9,Poor,3,Some College,Low,6.2,Yes,3.12,6,3.8,No,1,11.3,Dorm,No,Low,1,1,10,Visual,2.8,81,17.394954638506672,-0.5310470341521869,1
135162,18,Male,Computer Science,3.602478903640628,4.5,1.5,Yes,62.2,7.4,Fair,7,PhD,High,4.9,Yes,3.27,1,7.1,No,1,10.9,Cafe,Yes,Low,10,10,5,Auditory,8.8,77,25.57760021584846,-0.381047034152187,1
135163,17,Other,Computer Science,5.445418829378354,0.3,0.9,Yes,65.0,8.2,Poor,5,Bachelor,Medium,5.8,No,2.97,5,6.0,No,3,6.9,Quiet Room,No,Medium,8,5,10,Kinesthetic,6.1,73,32.67251297627012,-0.6810470341521868,1
135171,17,Male,Computer Science,2.948302515389847,3.4,3.8,Yes,50.4,6.2,Fair,0,Some College,High,10.0,No,3.56,2,5.4,No,3,11.8,Dorm,Yes,Medium,4,10,5,Auditory,1.4,87,15.920833583105173,-0.09104703415218696,1
135176,17,Male,Computer Science,8.035647939539668,2.2,2.6,Yes,51.2,6.9,Fair,2,Some College,Low,4.6,Yes,4.0,2,7.5,No,5,14.1,Cafe,No,Medium,2,2,10,Visual,3.4,100,60.26735954654751,0.348952965847813,1
135181,19,Female,Computer Science,7.8154936068324,1.8,2.5,Yes,76.3,6.9,Poor,6,Some College,High,4.1,No,3.15,2,4.8,No,3,13.5,Dorm,No,Low,8,7,8,Auditory,7.1,79,37.51436931279552,-0.5010470341521871,1
135182,22,Female,Computer Science,2.2542203426265983,0.2,3.0,Yes,50.1,6.2,Good,0,Some College,High,10.0,No,2.78,4,5.2,No,3,5.7,Library,Yes,Low,6,7,8,Kinesthetic,3.1,74,11.721945781658311,-0.8710470341521872,1
135184,22,Female,Computer Science,7.502284435598679,2.8,2.0,Yes,94.6,6.0,Good,5,Some College,Low,3.6,No,4.0,2,8.1,No,1,12.3,Dorm,No,Low,9,7,8,Kinesthetic,2.1,100,60.7685039283493,0.348952965847813,1
135185,17,Female,Computer Science,4.383856207397467,1.1,2.0,Yes,54.5,5.3,Good,7,Bachelor,High,10.0,No,3.04,5,4.1,No,1,9.4,Dorm,Yes,Low,8,9,6,Kinesthetic,9.4,70,17.973810450329612,-0.611047034152187,1
135188,27,Female,Computer Science,3.3762637707762178,4.5,2.9,No,81.9,8.1,Good,5,Master,High,10.0,Yes,4.0,4,6.1,No,4,11.5,Quiet Room,Yes,Low,6,5,10,Auditory,6.2,98,20.595209001734926,0.348952965847813,1
135192,28,Other,Computer Science,4.255388558559384,5.0,2.5,Yes,43.5,4.0,Good,3,High School,Low,5.6,No,3.0,3,7.9,No,2,11.9,Cafe,No,Low,2,2,10,Reading,8.5,78,33.61756961261913,-0.651047034152187,1
135194,27,Female,Computer Science,4.143749563531317,1.8,1.9,No,41.5,6.6,Good,1,PhD,Low,5.2,Yes,2.97,5,5.2,No,3,9.5,Co-Learning Group,No,High,4,8,7,Visual,3.8,76,21.54749773036285,-0.6810470341521868,1
135200,20,Male,Computer Science,6.224352499259994,2.7,0.9,No,86.9,6.3,Good,6,Bachelor,Low,6.7,No,3.24,6,2.9,No,5,10.7,Quiet Room,No,Medium,5,6,9,Reading,6.1,85,18.050622247853983,-0.4110470341521868,1
135207,19,Male,Computer Science,3.9937545781151793,1.0,0.6,No,47.2,6.6,Good,4,Some College,Medium,6.7,Yes,2.39,8,6.6,No,4,5.7,Co-Learning Group,No,Medium,1,1,10,Visual,4.4,63,26.35878021556018,-1.2610470341521869,1
135209,16,Male,Computer Science,2.1940528436263174,0.8,3.9,No,80.5,5.9,Poor,6,PhD,Medium,10.0,No,3.4,7,3.7,No,2,8.3,Dorm,Yes,Medium,6,10,5,Kinesthetic,9.6,83,8.117995521417374,-0.2510470341521871,1
135210,20,Other,Computer Science,1.8629204152151453,0.3,2.2,Yes,53.4,4.9,Poor,5,PhD,Low,5.2,No,4.0,8,5.7,No,5,5.0,Co-Learning Group,Yes,Low,3,7,8,Kinesthetic,1.1,100,10.61864636672633,0.348952965847813,1
135218,17,Female,Computer Science,6.470208952106348,0.3,0.5,Yes,84.7,6.1,Fair,7,PhD,Low,6.7,Yes,3.72,3,7.7,No,1,7.4,Cafe,Yes,Low,3,10,5,Visual,6.9,91,49.82060893121888,0.06895296584781319,1
135225,23,Female,Computer Science,5.832732616671665,4.9,2.8,Yes,87.3,6.3,Good,5,Master,Low,10.0,Yes,4.0,7,5.8,No,0,15.5,Library,Yes,Medium,6,2,10,Visual,5.2,92,33.82984917669565,0.348952965847813,1
135230,28,Male,Computer Science,6.448817511178055,2.7,2.0,Yes,75.9,7.4,Fair,3,Master,Medium,3.9,Yes,3.76,7,3.3,No,3,12.3,Co-Learning Group,Yes,High,6,7,8,Visual,8.3,90,21.281097786887578,0.10895296584781278,1
135236,25,Male,Computer Science,6.087778563325534,3.6,1.1,No,40.4,5.6,Good,1,High School,High,5.2,Yes,3.37,4,7.5,No,2,11.0,Cafe,No,Medium,10,4,10,Kinesthetic,3.3,79,45.65833922494151,-0.2810470341521869,1
135247,23,Other,Computer Science,3.470727808481909,2.3,1.4,No,56.6,5.3,Fair,1,Master,Medium,7.1,No,3.78,8,6.2,No,4,8.4,Cafe,No,Medium,10,6,9,Visual,3.9,93,21.518512412587835,0.1289529658478128,1
135250,17,Female,Computer Science,3.3861891300249223,4.1,3.4,Yes,57.8,6.0,Poor,3,PhD,Low,8.2,No,4.0,4,3.1,No,2,12.1,Quiet Room,Yes,Medium,5,6,9,Auditory,9.0,89,10.497186303077259,0.348952965847813,1
135259,16,Female,Computer Science,2.628644542653432,2.6,3.7,No,92.5,6.7,Good,1,Some College,Medium,5.6,No,3.07,2,5.4,No,4,10.9,Cafe,No,Low,5,10,5,Visual,9.4,77,14.194680530328533,-0.5810470341521872,1
135263,22,Male,Computer Science,1.5152425793602409,2.8,0.2,Yes,80.6,5.0,Good,1,PhD,High,6.3,Yes,4.0,5,3.3,No,4,5.9,Cafe,Yes,High,3,6,9,Auditory,5.6,92,5.000300511888795,0.348952965847813,1
135264,22,Male,Computer Science,6.56405449024137,3.5,0.7,No,54.0,6.9,Good,2,Some College,High,4.2,No,3.21,5,4.0,No,2,12.5,Cafe,No,Low,4,1,10,Kinesthetic,7.2,76,26.25621796096548,-0.44104703415218705,1
135266,25,Other,Computer Science,5.499902337092227,0.3,3.2,No,89.7,6.5,Good,5,High School,Low,5.8,Yes,3.85,2,8.7,No,1,10.7,Quiet Room,No,Medium,6,6,9,Auditory,6.3,100,47.849150332702365,0.19895296584781308,1
